scientific_name,geometry
Pinus longaeva D.K.Bailey,"c(-114.209205, 39.24203)"
Pinus longaeva D.K.Bailey,"c(-114.210883, 39.240955)"
Pinus longaeva D.K.Bailey,"c(-114.20588, 39.230928)"
Pinus longaeva D.K.Bailey,"c(-114.201287, 39.227445)"
Pinus longaeva D.K.Bailey,"c(-114.19262, 39.223422)"
Pinus longaeva D.K.Bailey,"c(-118.181281, 37.389434)"
Pinus longaeva D.K.Bailey,"c(-114.193537, 39.22173)"
Pinus longaeva D.K.Bailey,"c(-114.193572, 39.220992)"
Pinus longaeva D.K.Bailey,"c(-114.1948, 39.218492)"
Pinus longaeva D.K.Bailey,"c(-114.19265, 39.213588)"
Pinus longaeva D.K.Bailey,"c(-114.192025, 39.213283)"
Pinus longaeva D.K.Bailey,"c(-114.189972, 39.212933)"
Pinus longaeva D.K.Bailey,"c(-114.163033, 39.205742)"
Pinus longaeva D.K.Bailey,"c(-114.159325, 39.20625)"
Pinus longaeva D.K.Bailey,"c(-114.159058, 39.206345)"
Pinus longaeva D.K.Bailey,"c(-114.158158, 39.207938)"
Pinus longaeva D.K.Bailey,"c(-114.158233, 39.208367)"
Pinus longaeva D.K.Bailey,"c(-114.158372, 39.208583)"
Pinus longaeva D.K.Bailey,"c(-114.158592, 39.208813)"
Pinus longaeva D.K.Bailey,"c(-113.962355, 38.492663)"
Pinus longaeva D.K.Bailey,"c(-112.235542, 37.470215)"
Pinus longaeva D.K.Bailey,"c(-118.181075, 37.382962)"
Pinus longaeva D.K.Bailey,"c(-114.916183, 38.517298)"
Pinus longaeva D.K.Bailey,"c(-114.928152, 38.50802)"
Pinus longaeva D.K.Bailey,"c(-117.084625, 36.180683)"
Pinus longaeva D.K.Bailey,"c(-112.274751, 37.708075)"
Pinus longaeva D.K.Bailey,"c(-112.281009, 37.702844)"
Pinus longaeva D.K.Bailey,"c(-112.235521, 37.470356)"
Pinus longaeva D.K.Bailey,"c(-112.850786, 37.564863)"
Pinus longaeva D.K.Bailey,"c(-114.30474, 39.015651)"
Pinus longaeva D.K.Bailey,"c(-118.179105, 36.830653)"
Pinus longaeva D.K.Bailey,"c(-118.180992, 37.383145)"
Pinus longaeva D.K.Bailey,"c(-118.122593, 36.849348)"
Pinus longaeva D.K.Bailey,"c(-118.181227, 36.903005)"
Pinus longaeva D.K.Bailey,"c(-118.160378, 36.801407)"
Pinus longaeva D.K.Bailey,"c(-112.237038, 37.473023)"
Pinus longaeva D.K.Bailey,"c(-112.23634, 37.473285)"
Pinus longaeva D.K.Bailey,"c(-112.23634, 37.473285)"
Pinus longaeva D.K.Bailey,"c(-118.178029, 37.386275)"
Pinus longaeva D.K.Bailey,"c(-112.844781, 37.610356)"
Pinus longaeva D.K.Bailey,"c(-112.161925, 37.615005)"
Pinus longaeva D.K.Bailey,"c(-112.828694, 37.620625)"
Pinus longaeva D.K.Bailey,"c(-115.639567, 36.293478)"
Pinus longaeva D.K.Bailey,"c(-114.30413, 39.001575)"
Pinus longaeva D.K.Bailey,"c(-114.74136, 38.69324)"
Pinus longaeva D.K.Bailey,"c(-114.72726, 38.64672)"
Pinus longaeva D.K.Bailey,"c(-114.73134, 38.61776)"
Pinus longaeva D.K.Bailey,"c(-114.92778, 38.50821)"
Pinus longaeva D.K.Bailey,"c(-114.91468, 38.50657)"
Pinus longaeva D.K.Bailey,"c(-114.91972, 38.52015)"
Pinus longaeva D.K.Bailey,"c(-114.97264, 38.42185)"
Pinus longaeva D.K.Bailey,"c(-114.97618, 38.41757)"
Pinus longaeva D.K.Bailey,"c(-112.15493, 37.635788)"
Pinus longaeva D.K.Bailey,"c(-112.168233, 37.736756)"
Pinus longaeva D.K.Bailey,"c(-115.682968, 36.317657)"
Pinus longaeva D.K.Bailey,"c(-115.691986, 36.31665)"
Pinus longaeva D.K.Bailey,"c(-118.178572, 37.385553)"
Pinus longaeva D.K.Bailey,"c(-118.179375, 37.385462)"
Pinus longaeva D.K.Bailey,"c(-118.178437, 37.38557)"
Pinus longaeva D.K.Bailey,"c(-118.176163, 37.385395)"
Pinus longaeva D.K.Bailey,"c(-117.790905, 37.741936)"
Pinus longaeva D.K.Bailey,"c(-117.788919, 37.745208)"
Pinus longaeva D.K.Bailey,"c(-112.334108, 37.764737)"
Pinus longaeva D.K.Bailey,"c(-112.223296, 37.650241)"
Pinus longaeva D.K.Bailey,"c(-117.788847, 37.745339)"
Pinus longaeva D.K.Bailey,"c(-117.789153, 37.744389)"
Pinus longaeva D.K.Bailey,"c(-118.1799, 37.387505)"
Pinus longaeva D.K.Bailey,"c(-118.078119, 37.215442)"
Pinus longaeva D.K.Bailey,"c(-118.180578, 37.387633)"
Pinus longaeva D.K.Bailey,"c(-118.179875, 37.388816)"
Pinus longaeva D.K.Bailey,"c(-115.621892, 36.311239)"
Pinus longaeva D.K.Bailey,"c(-115.630704, 36.305976)"
Pinus longaeva D.K.Bailey,"c(-112.83213, 37.632137)"
Pinus longaeva D.K.Bailey,"c(-112.240172, 37.474533)"
Pinus longaeva D.K.Bailey,"c(-118.178245, 37.385305)"
Pinus longaeva D.K.Bailey,"c(-118.181495, 37.389562)"
Pinus longaeva D.K.Bailey,"c(-112.834619, 37.608157)"
Pinus longaeva D.K.Bailey,"c(-118.178167, 37.385372)"
Pinus longaeva D.K.Bailey,"c(-118.180106, 37.389361)"
Pinus longaeva D.K.Bailey,"c(-112.849838, 37.684999)"
Pinus longaeva D.K.Bailey,"c(-114.193122, 39.28792)"
Pinus longaeva D.K.Bailey,"c(-118.174028, 37.385214)"
Pinus longaeva D.K.Bailey,"c(-118.174989, 37.385086)"
Pinus longaeva D.K.Bailey,"c(-112.754045, 37.499805)"
Pinus longaeva D.K.Bailey,"c(-114.201508, 39.287812)"
Pinus longaeva D.K.Bailey,"c(-118.195367, 37.424661)"
Pinus longaeva D.K.Bailey,"c(-114.173325, 39.288387)"
Pinus longaeva D.K.Bailey,"c(-114.168708, 39.285637)"
Pinus longaeva D.K.Bailey,"c(-114.16883, 39.286033)"
Pinus longaeva D.K.Bailey,"c(-114.169363, 39.285725)"
Pinus longaeva D.K.Bailey,"c(-114.185538, 39.280487)"
Pinus aristata Engelm.,"c(-105.767578, 39.222569)"
Pinus aristata Engelm.,"c(-105.466981, 35.701931)"
Pinus aristata Engelm.,"c(-105.553518, 35.769273)"
Pinus aristata Engelm.,"c(-105.775855, 35.794628)"
Pinus aristata Engelm.,"c(-106.048286, 39.478692)"
Pinus aristata Engelm.,"c(-104.76677, 40.392913)"
Pinus aristata Engelm.,"c(-105.592057, 39.643818)"
Pinus aristata Engelm.,"c(-106.594953, 37.719108)"
Pinus aristata Engelm.,"c(-105.752097, 35.824469)"
Pinus aristata Engelm.,"c(-111.719409, 35.331522)"
Pinus aristata Engelm.,"c(-105.776917, 35.792056)"
Pinus aristata Engelm.,"c(-106.784813, 37.454801)"
Pinus aristata Engelm.,"c(-105.212442, 36.626872)"
Pinus aristata Engelm.,"c(-106.099228, 39.208653)"
Pinus aristata Engelm.,"c(-106.10138, 39.208295)"
Pinus aristata Engelm.,"c(-105.59307, 39.641855)"
Pinus aristata Engelm.,"c(-105.427036, 36.590373)"
Pinus aristata Engelm.,"c(-105.40248, 36.225425)"
Pinus aristata Engelm.,"c(-105.137358, 37.98908)"
Pinus aristata Engelm.,"c(-106.077072, 39.320533)"
Pinus aristata Engelm.,"c(-106.075311, 39.322825)"
Pinus aristata Engelm.,"c(-105.609177, 39.65283)"
Pinus aristata Engelm.,"c(-105.592606, 39.641916)"
Pinus aristata Engelm.,"c(-106.336762, 39.035125)"
Pinus aristata Engelm.,"c(-106.00843, 39.256772)"
Pinus aristata Engelm.,"c(-105.065414, 38.876828)"
Pinus aristata Engelm.,"c(-106.059025, 39.316718)"
Pinus aristata Engelm.,"c(-105.553313, 38.808916)"
Pinus aristata Engelm.,"c(-106.365465, 39.639649)"
Pinus aristata Engelm.,"c(-105.580925, 39.550812)"
Pinus aristata Engelm.,"c(-105.592564, 39.642583)"
Pinus aristata Engelm.,"c(-106.103779, 39.20776)"
Pinus aristata Engelm.,"c(-111.684504, 35.326082)"
Pinus aristata Engelm.,"c(-106.275135, 39.17862)"
Pinus aristata Engelm.,"c(-111.688974, 35.334345)"
Pinus aristata Engelm.,"c(-111.68229, 35.33562)"
Pinus aristata Engelm.,"c(-106.072594, 39.366164)"
Pinus aristata Engelm.,"c(-105.543141, 36.60921)"
Pinus aristata Engelm.,"c(-105.729041, 39.69454)"
Pinus aristata Engelm.,"c(-105.006531, 37.36248)"
Pinus aristata Engelm.,"c(-106.044364, 39.477172)"
Pinus aristata Engelm.,"c(-105.864005, 39.091739)"
Pinus aristata Engelm.,"c(-106.073216, 39.632475)"
Pinus aristata Engelm.,"c(-105.968435, 39.605767)"
Pinus aristata Engelm.,"c(-105.575906, 39.649735)"
Pinus aristata Engelm.,"c(-105.183595, 38.039792)"
Pinus aristata Engelm.,"c(-106.052339, 39.476845)"
Pinus aristata Engelm.,"c(-105.592438, 39.643345)"
Pinus aristata Engelm.,"c(-105.493622, 39.67952)"
Pinus aristata Engelm.,"c(-105.593613, 39.642317)"
Pinus aristata Engelm.,"c(-106.040184, 39.473526)"
Pinus aristata Engelm.,"c(-106.929463, 37.779651)"
Pinus aristata Engelm.,"c(-105.694551, 39.48961)"
Pinus aristata Engelm.,"c(-105.689036, 39.497989)"
Pinus aristata Engelm.,"c(-106.035999, 38.554112)"
Pinus aristata Engelm.,"c(-105.154579, 38.705425)"
Pinus aristata Engelm.,"c(-105.522911, 39.677316)"
Pinus aristata Engelm.,"c(-105.121324, 37.249544)"
Pinus aristata Engelm.,"c(-106.289537, 39.630497)"
Pinus aristata Engelm.,"c(-106.077889, 39.574295)"
Pinus aristata Engelm.,"c(-106.518062, 39.643016)"
Pinus aristata Engelm.,"c(-105.961988, 39.260925)"
Pinus aristata Engelm.,"c(-105.082436, 38.921228)"
Pinus aristata Engelm.,"c(-105.128752, 38.716956)"
Pinus aristata Engelm.,"c(-105.007042, 37.362287)"
Pinus aristata Engelm.,"c(-105.872995, 39.176625)"
Pinus aristata Engelm.,"c(-106.062869, 39.286447)"
Pinus aristata Engelm.,"c(-105.59253, 39.642175)"
Pinus aristata Engelm.,"c(-105.724045, 39.694753)"
Pinus aristata Engelm.,"c(-106.457586, 37.251019)"
Pinus aristata Engelm.,"c(-105.872467, 39.175658)"
Pinus aristata Engelm.,"c(-111.682883, 35.332928)"
Pinus aristata Engelm.,"c(-105.74392, 39.385753)"
Pinus aristata Engelm.,"c(-105.743728, 39.386108)"
Pinus aristata Engelm.,"c(-105.193785, 36.771057)"
Pinus aristata Engelm.,"c(-105.592816, 39.64272)"
Pinus aristata Engelm.,"c(-105.592605, 39.642197)"
Pinus aristata Engelm.,"c(-105.505347, 39.228714)"
Pinus aristata Engelm.,"c(-104.994032, 37.372055)"
Pinus aristata Engelm.,"c(-106.132255, 39.161158)"
Pinus aristata Engelm.,"c(-105.613757, 38.067841)"
Pinus aristata Engelm.,"c(-105.795487, 39.671662)"
Pinus aristata Engelm.,"c(-106.798102, 37.947669)"
Pinus aristata Engelm.,"c(-106.047246, 39.483981)"
Pinus aristata Engelm.,"c(-111.683822, 35.337522)"
Pinus aristata Engelm.,"c(-105.521788, 39.676538)"
Pinus aristata Engelm.,"c(-105.69155, 38.718667)"
Pinus aristata Engelm.,"c(-106.028484, 39.187)"
Pinus aristata Engelm.,"c(-105.795478, 39.671695)"
Pinus aristata Engelm.,"c(-105.266853, 36.374195)"
Pinus aristata Engelm.,"c(-105.754395, 39.403672)"
Pinus aristata Engelm.,"c(-106.484244, 38.700574)"
Pinus aristata Engelm.,"c(-105.651936, 35.911666)"
Pinus aristata Engelm.,"c(-111.68763, 35.324955)"
Pinus aristata Engelm.,"c(-111.683861, 35.337506)"
Pinus aristata Engelm.,"c(-105.022628, 37.355417)"
Pinus aristata Engelm.,"c(-105.592688, 39.642338)"
Pinus aristata Engelm.,"c(-106.176138, 39.126617)"
Pinus aristata Engelm.,"c(-106.157135, 39.500546)"
Pinus aristata Engelm.,"c(-105.588936, 39.644772)"
Pinus aristata Engelm.,"c(-106.157613, 39.500318)"
Pinus aristata Engelm.,"c(-106.163783, 39.110122)"
Pinus aristata Engelm.,"c(-105.497456, 39.238857)"
Pinus aristata Engelm.,"c(-105.438401, 36.576809)"
Pinus aristata Engelm.,"c(-105.454645, 36.571605)"
Pinus aristata Engelm.,"c(-106.104832, 39.070158)"
Pinus aristata Engelm.,"c(-105.521909, 39.675859)"
Pinus aristata Engelm.,"c(-105.632641, 35.917744)"
Pinus aristata Engelm.,"c(-105.58593, 35.77283)"
Pinus aristata Engelm.,"c(-105.065467, 38.876819)"
Pinus aristata Engelm.,"c(-106.781214, 37.791292)"
Pinus aristata Engelm.,"c(-106.437764, 39.092275)"
Pinus aristata Engelm.,"c(-107.428764, 37.904264)"
Pinus aristata Engelm.,"c(-106.932603, 37.887775)"
Pinus aristata Engelm.,"c(-105.616066, 38.065277)"
Pinus aristata Engelm.,"c(-105.521788, 39.676442)"
Pinus aristata Engelm.,"c(-105.413887, 36.233458)"
Pinus aristata Engelm.,"c(-105.198693, 36.579549)"
Pinus aristata Engelm.,"c(-106.682531, 37.770172)"
Pinus aristata Engelm.,"c(-105.645037, 39.834162)"
Pinus aristata Engelm.,"c(-106.365654, 39.640015)"
Pinus aristata Engelm.,"c(-105.159378, 36.477302)"
Pinus aristata Engelm.,"c(-105.71001, 39.51184)"
Pinus aristata Engelm.,"c(-106.081161, 39.321228)"
Pinus aristata Engelm.,"c(-105.743992, 39.455783)"
Pinus aristata Engelm.,"c(-105.115916, 37.352994)"
Pinus aristata Engelm.,"c(-106.262551, 39.232896)"
Pinus aristata Engelm.,"c(-106.067886, 39.361678)"
Pinus aristata Engelm.,"c(-106.055619, 38.276367)"
Pinus aristata Engelm.,"c(-105.097769, 38.88843)"
Pinus aristata Engelm.,"c(-105.64582, 35.991815)"
Pinus aristata Engelm.,"c(-106.843111, 38.024674)"
Pinus aristata Engelm.,"c(-105.592648, 39.642295)"
Pinus aristata Engelm.,"c(-105.542792, 36.665044)"
Pinus aristata Engelm.,"c(-105.064795, 38.8772)"
Pinus aristata Engelm.,"c(-105.55438, 35.76625)"
Pinus aristata Engelm.,"c(-105.60501, 35.769908)"
Pinus aristata Engelm.,"c(-111.711258, 35.33149)"
Pinus aristata Engelm.,"c(-105.771209, 39.454473)"
Pinus aristata Engelm.,"c(-105.644937, 35.862658)"
Pinus aristata Engelm.,"c(-106.012869, 39.269553)"
Pinus aristata Engelm.,"c(-105.19111, 36.626158)"
Pinus aristata Engelm.,"c(-105.5218, 39.676452)"
Pinus aristata Engelm.,"c(-105.604028, 39.659803)"
Pinus aristata Engelm.,"c(-105.708932, 39.636543)"
Pinus aristata Engelm.,"c(-105.174707, 38.744631)"
Pinus aristata Engelm.,"c(-105.149775, 38.791008)"
Pinus aristata Engelm.,"c(-105.133568, 38.711867)"
Pinus aristata Engelm.,"c(-105.154384, 38.887709)"
Pinus aristata Engelm.,"c(-106.373001, 39.636929)"
Pinus aristata Engelm.,"c(-106.052369, 39.478387)"
Pinus aristata Engelm.,"c(-106.043995, 39.50174)"
Pinus aristata Engelm.,"c(-106.044564, 39.480153)"
Pinus aristata Engelm.,"c(-105.485078, 38.83783)"
Pinus aristata Engelm.,"c(-105.537222, 37.547778)"
Pinus aristata Engelm.,"c(-105.214984, 37.968058)"
Pinus aristata Engelm.,"c(-105.216328, 37.96953)"
Pinus aristata Engelm.,"c(-105.605159, 40.363611)"
Pinus aristata Engelm.,"c(-106.928263, 37.871291)"
Pinus aristata Engelm.,"c(-105.178971, 38.719188)"
Pinus aristata Engelm.,"c(-105.219108, 37.463397)"
Pinus aristata Engelm.,"c(-105.597642, 38.091528)"
Pinus aristata Engelm.,"c(-105.18028, 37.951937)"
Pinus aristata Engelm.,"c(-105.805362, 39.482971)"
Pinus aristata Engelm.,"c(-104.987625, 38.778933)"
Pinus aristata Engelm.,"c(-105.565233, 39.67224)"
Pinus aristata Engelm.,"c(-105.599508, 39.637452)"
Pinus aristata Engelm.,"c(-105.661042, 40.304008)"
Pinus aristata Engelm.,"c(-105.604116, 39.659866)"
Pinus aristata Engelm.,"c(-105.735759, 39.396118)"
Pinus aristata Engelm.,"c(-106.470213, 37.262262)"
Pinus aristata Engelm.,"c(-105.581353, 39.550117)"
Pinus aristata Engelm.,"c(-105.592648, 39.642458)"
Pinus aristata Engelm.,"c(-105.36048, 36.703698)"
Pinus aristata Engelm.,"c(-105.63434, 39.620748)"
Pinus aristata Engelm.,"c(-105.360542, 36.703583)"
Pinus aristata Engelm.,"c(-106.572087, 37.230914)"
Pinus aristata Engelm.,"c(-105.179537, 36.619717)"
Pinus aristata Engelm.,"c(-105.524833, 39.037445)"
Pinus aristata Engelm.,"c(-106.470059, 37.771535)"
Pinus aristata Engelm.,"c(-106.107028, 39.25517)"
Pinus aristata Engelm.,"c(-106.68393, 37.816702)"
Pinus aristata Engelm.,"c(-105.592003, 39.643436)"
Pinus aristata Engelm.,"c(-111.683476, 35.338982)"
Pinus aristata Engelm.,"c(-107.174306, 37.888731)"
Pinus aristata Engelm.,"c(-106.0169, 39.27437)"
Pinus aristata Engelm.,"c(-107.006197, 37.835842)"
Pinus aristata Engelm.,"c(-107.121454, 37.726394)"
Pinus aristata Engelm.,"c(-106.038352, 39.481747)"
Pinus aristata Engelm.,"c(-106.33908, 39.195705)"
Pinus aristata Engelm.,"c(-106.071542, 39.366863)"
Pinus aristata Engelm.,"c(-106.461936, 37.930539)"
Pinus aristata Engelm.,"c(-106.563286, 37.936806)"
Pinus aristata Engelm.,"c(-105.605271, 39.657154)"
Pinus aristata Engelm.,"c(-105.605217, 39.65718)"
Pinus aristata Engelm.,"c(-106.783676, 37.454564)"
Pinus aristata Engelm.,"c(-106.14273, 38.29418)"
Pinus aristata Engelm.,"c(-105.517869, 39.767443)"
Pinus aristata Engelm.,"c(-106.388319, 39.643909)"
Pinus aristata Engelm.,"c(-105.70089, 39.34277)"
Pinus aristata Engelm.,"c(-105.757948, 39.414104)"
Pinus aristata Engelm.,"c(-106.730892, 37.448405)"
Pinus aristata Engelm.,"c(-105.125022, 38.727722)"
Pinus aristata Engelm.,"c(-105.407855, 39.534472)"
Pinus aristata Engelm.,"c(-106.24855, 38.796762)"
Pinus aristata Engelm.,"c(-106.693533, 37.442547)"
Pinus aristata Engelm.,"c(-106.702102, 37.451511)"
Pinus aristata Engelm.,"c(-105.44092, 36.78634)"
Pinus aristata Engelm.,"c(-105.44704, 36.5606)"
Pinus aristata Engelm.,"c(-105.593138, 39.641827)"
Pinus aristata Engelm.,"c(-106.067861, 39.361624)"
Pinus aristata Engelm.,"c(-105.636258, 39.354683)"
Pinus aristata Engelm.,"c(-105.731667, 39.390953)"
Pinus aristata Engelm.,"c(-105.754494, 39.403412)"
Pinus aristata Engelm.,"c(-106.491958, 37.4579)"
Pinus aristata Engelm.,"c(-106.345192, 38.516812)"
Pinus aristata Engelm.,"c(-105.065403, 38.87685)"
Pinus aristata Engelm.,"c(-106.069065, 39.361428)"
Pinus aristata Engelm.,"c(-105.544911, 36.607597)"
Pinus aristata Engelm.,"c(-106.109353, 39.272328)"
Pinus aristata Engelm.,"c(-111.683563, 35.338505)"
Pinus aristata Engelm.,"c(-105.776903, 35.79205)"
Pinus aristata Engelm.,"c(-104.996103, 37.339179)"
Pinus aristata Engelm.,"c(-105.592482, 39.642092)"
Pinus aristata Engelm.,"c(-105.595477, 39.656539)"
Pinus aristata Engelm.,"c(-105.592675, 39.64232)"
Pinus aristata Engelm.,"c(-105.599517, 39.637447)"
Pinus aristata Engelm.,"c(-106.807762, 37.465195)"
Pinus aristata Engelm.,"c(-105.592567, 39.642095)"
Pinus aristata Engelm.,"c(-105.400988, 39.731717)"
Pinus aristata Engelm.,"c(-105.487591, 39.777958)"
Pinus aristata Engelm.,"c(-105.439489, 39.725538)"
Pinus aristata Engelm.,"c(-105.405221, 39.677582)"
Pinus aristata Engelm.,"c(-105.421152, 39.680586)"
Pinus aristata Engelm.,"c(-105.567768, 39.795295)"
Pinus aristata Engelm.,"c(-105.513464, 39.745927)"
Pinus aristata Engelm.,"c(-105.521544, 39.638616)"
Pinus aristata Engelm.,"c(-105.425018, 39.612161)"
Pinus aristata Engelm.,"c(-106.011707, 39.297567)"
Pinus aristata Engelm.,"c(-106.011586, 39.348453)"
Pinus aristata Engelm.,"c(-106.030315, 39.263967)"
Pinus aristata Engelm.,"c(-105.493723, 39.699598)"
Pinus aristata Engelm.,"c(-105.463476, 39.670949)"
Pinus aristata Engelm.,"c(-105.593164, 39.6418)"
Pinus aristata Engelm.,"c(-106.139574, 39.3109)"
Pinus aristata Engelm.,"c(-106.180669, 39.209589)"
Pinus aristata Engelm.,"c(-106.058103, 39.336178)"
Pinus aristata Engelm.,"c(-106.08664, 39.322114)"
Pinus aristata Engelm.,"c(-106.16532, 39.231452)"
Pinus aristata Engelm.,"c(-106.067099, 39.220441)"
Pinus aristata Engelm.,"c(-106.015123, 39.302731)"
Pinus aristata Engelm.,"c(-106.080388, 39.257778)"
Pinus aristata Engelm.,"c(-106.061521, 39.283613)"
Pinus aristata Engelm.,"c(-106.054409, 39.223707)"
Pinus aristata Engelm.,"c(-106.063843, 39.398502)"
Pinus aristata Engelm.,"c(-105.553383, 37.964981)"
Pinus aristata Engelm.,"c(-105.9846, 38.42062)"
Pinus aristata Engelm.,"c(-105.683639, 40.343149)"
Pinus aristata Engelm.,"c(-105.592575, 39.642195)"
Pinus aristata Engelm.,"c(-105.269606, 37.288575)"
Pinus aristata Engelm.,"c(-105.660903, 40.304)"
Pinus aristata Engelm.,"c(-104.949611, 38.844643)"
Pinus aristata Engelm.,"c(-105.023575, 38.77747)"
Pinus aristata Engelm.,"c(-105.805566, 35.671755)"
Pinus aristata Engelm.,"c(-105.178123, 38.889202)"
Pinus aristata Engelm.,"c(-106.090992, 39.205636)"
Pinus aristata Engelm.,"c(-105.597496, 35.862472)"
Pinus aristata Engelm.,"c(-106.154061, 39.09877)"
Pinus aristata Engelm.,"c(-106.025383, 39.465845)"
Pinus aristata Engelm.,"c(-111.716525, 35.331588)"
Pinus aristata Engelm.,"c(-111.712013, 35.333462)"
Pinus aristata Engelm.,"c(-105.597922, 39.657112)"
Pinus aristata Engelm.,"c(-105.592413, 39.643622)"
Pinus aristata Engelm.,"c(-105.592347, 39.643738)"
Pinus aristata Engelm.,"c(-105.592462, 39.643355)"
Pinus aristata Engelm.,"c(-105.592445, 39.644163)"
Pinus aristata Engelm.,"c(-105.59192, 39.644405)"
Pinus aristata Engelm.,"c(-105.591667, 39.644437)"
Pinus aristata Engelm.,"c(-105.126787, 38.72692)"
Pinus aristata Engelm.,"c(-105.592622, 39.642872)"
Pinus aristata Engelm.,"c(-105.592287, 39.643712)"
Pinus aristata Engelm.,"c(-105.592195, 39.643755)"
Pinus aristata Engelm.,"c(-105.592187, 39.643745)"
Pinus aristata Engelm.,"c(-105.592362, 39.64357)"
Pinus aristata Engelm.,"c(-105.593003, 39.641813)"
Pinus aristata Engelm.,"c(-105.603699, 39.632862)"
Pinus aristata Engelm.,"c(-106.46283, 37.977587)"
Pinus aristata Engelm.,"c(-105.516243, 39.67926)"
Pinus aristata Engelm.,"c(-111.720303, 35.328068)"
Pinus aristata Engelm.,"c(-106.10553, 39.056081)"
Pinus aristata Engelm.,"c(-111.683845, 35.337497)"
Pinus aristata Engelm.,"c(-105.645206, 39.833175)"
Pinus aristata Engelm.,"c(-105.645681, 39.832164)"
Pinus aristata Engelm.,"c(-105.645628, 39.831997)"
Pinus aristata Engelm.,"c(-105.099289, 37.168092)"
Pinus aristata Engelm.,"c(-105.516174, 39.679199)"
Pinus aristata Engelm.,"c(-105.646211, 39.835056)"
Pinus aristata Engelm.,"c(-106.065861, 39.284722)"
Pinus aristata Engelm.,"c(-105.645082, 39.832638)"
Pinus aristata Engelm.,"c(-105.064789, 38.876915)"
Pinus aristata Engelm.,"c(-104.912128, 39.716919)"
Pinus aristata Engelm.,"c(-105.49363, 39.679538)"
Pinus aristata Engelm.,"c(-105.722053, 39.407337)"
Pinus aristata Engelm.,"c(-105.940092, 39.610447)"
Pinus aristata Engelm.,"c(-105.026183, 38.970997)"
Pinus aristata Engelm.,"c(-105.181017, 38.879097)"
Pinus aristata Engelm.,"c(-105.184537, 38.895635)"
Pinus aristata Engelm.,"c(-105.59934, 39.652234)"
Pinus aristata Engelm.,"c(-105.065381, 38.876863)"
Pinus aristata Engelm.,"c(-105.600544, 39.636641)"
Pinus aristata Engelm.,"c(-105.486503, 39.220488)"
Pinus aristata Engelm.,"c(-105.592594, 39.642186)"
Pinus aristata Engelm.,"c(-106.393788, 37.884899)"
Pinus aristata Engelm.,"c(-105.751467, 39.470206)"
Pinus aristata Engelm.,"c(-105.161052, 38.750024)"
Pinus aristata Engelm.,"c(-105.600865, 39.636605)"
Pinus aristata Engelm.,"c(-105.593115, 39.641695)"
Pinus aristata Engelm.,"c(-105.872475, 39.175188)"
Pinus aristata Engelm.,"c(-105.005441, 37.362106)"
Pinus aristata Engelm.,"c(-105.537147, 39.316788)"
Pinus aristata Engelm.,"c(-106.807964, 37.465214)"
Pinus aristata Engelm.,"c(-106.535037, 37.981385)"
Pinus aristata Engelm.,"c(-105.592929, 39.641903)"
Pinus aristata Engelm.,"c(-105.523054, 39.675544)"
Pinus aristata Engelm.,"c(-105.775055, 39.418005)"
Pinus aristata Engelm.,"c(-105.022273, 38.732996)"
Pinus aristata Engelm.,"c(-106.355897, 38.665062)"
Pinus aristata Engelm.,"c(-105.872245, 39.1758)"
Pinus aristata Engelm.,"c(-105.599517, 39.637475)"
Pinus aristata Engelm.,"c(-105.599269, 39.637667)"
Pinus aristata Engelm.,"c(-106.072992, 39.366292)"
Pinus aristata Engelm.,"c(-106.077756, 39.026034)"
Pinus aristata Engelm.,"c(-105.709062, 40.231914)"
Pinus aristata Engelm.,"c(-105.521305, 39.676782)"
Pinus aristata Engelm.,"c(-106.270242, 38.950083)"
Pinus aristata Engelm.,"c(-111.651082, 35.32714)"
Pinus aristata Engelm.,"c(-105.621812, 39.828037)"
Pinus aristata Engelm.,"c(-105.427003, 36.590497)"
Pinus aristata Engelm.,"c(-105.046784, 38.862388)"
Pinus aristata Engelm.,"c(-105.792502, 39.573138)"
Pinus aristata Engelm.,"c(-105.597755, 39.656333)"
Pinus aristata Engelm.,"c(-106.210053, 39.33606)"
Pinus aristata Engelm.,"c(-105.599253, 39.637577)"
Pinus aristata Engelm.,"c(-105.592816, 39.64272)"
Pinus aristata Engelm.,"c(-105.59198, 39.642392)"
Pinus aristata Engelm.,"c(-111.716201, 35.331739)"
Pinus aristata Engelm.,"c(-105.516158, 39.679295)"
Pinus aristata Engelm.,"c(-106.344597, 38.519371)"
Pinus aristata Engelm.,"c(-105.953462, 39.607076)"
Pinus aristata Engelm.,"c(-106.11441, 39.250774)"
Pinus aristata Engelm.,"c(-106.075255, 39.206105)"
Pinus aristata Engelm.,"c(-106.083017, 39.31926)"
Pinus aristata Engelm.,"c(-106.24852, 38.796862)"
Pinus aristata Engelm.,"c(-105.616554, 39.628284)"
Pinus aristata Engelm.,"c(-105.616554, 39.628284)"
Pinus aristata Engelm.,"c(-105.616554, 39.628284)"
Pinus aristata Engelm.,"c(-105.616554, 39.628284)"
Pinus aristata Engelm.,"c(-105.572032, 39.669733)"
Pinus aristata Engelm.,"c(-106.432762, 37.921092)"
Pinus aristata Engelm.,"c(-106.667088, 37.431297)"
Pinus aristata Engelm.,"c(-106.730918, 37.448479)"
Pinus aristata Engelm.,"c(-105.494862, 36.666163)"
Pinus aristata Engelm.,"c(-105.522185, 39.677597)"
